image_id,image_filename,meal_name,ingredients_list,ingredient_names,num_ingredients,total_calories,total_carbs,total_protein,total_fat
fsb_00028,fsb_00028.jpg,Avocado Toast with Eggs and Fruit,"""[{'name': 'whole grain bread', 'calories': 161.3, 'carbs': 27.3, 'protein': 8.0, 'fat': 2.2, 'quantity': 2, 'unit': 'slice'}, {'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'egg', 'calories': 240.2, 'carbs': 1.2, 'protein': 21.1, 'fat': 16.0, 'quantity': 3, 'unit': 'extra large'}, {'name': 'banana', 'calories': 52.5, 'carbs': 13.5, 'protein': 0.6, 'fat': 0.2, 'quantity': 0.5, 'unit': 'medium (7\"" to 7-7/8\"" long)'}, {'name': 'blueberries', 'calories': 21.1, 'carbs': 5.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.25, 'unit': 'cup'}]""","""[\""whole grain bread\"", \""avocado\"", \""egg\"", \""banana\"", \""blueberries\""]""",5,595.1,53.8,31.5,29.5
fsb_00029,fsb_00029.jpg,Avocado Toast with Fried Egg and Arugula Salad,"""[{'name': 'avocado', 'calories': 48.0, 'carbs': 2.6, 'protein': 0.6, 'fat': 4.4, 'quantity': 0.2, 'unit': 'cup, cubes'}, {'name': 'bread', 'calories': 77.1, 'carbs': 14.3, 'protein': 2.6, 'fat': 1.0, 'quantity': 1, 'unit': 'slice'}, {'name': 'egg', 'calories': 71.5, 'carbs': 0.4, 'protein': 6.3, 'fat': 4.8, 'quantity': 1, 'unit': 'large'}, {'name': 'arugula', 'calories': 5.0, 'carbs': 0.7, 'protein': 0.5, 'fat': 0.1, 'quantity': 1, 'unit': 'cup'}, {'name': 'cherry tomatoes', 'calories': 9.2, 'carbs': 2.0, 'protein': 0.4, 'fat': 0.1, 'quantity': 3, 'unit': 'cherry'}, {'name': 'olive oil', 'calories': 39.8, 'carbs': 0.0, 'protein': 0.0, 'fat': 4.5, 'quantity': 1, 'unit': 'tsp'}]""","""[\""avocado\"", \""bread\"", \""egg\"", \""arugula\"", \""cherry tomatoes\"", \""olive oil\""]""",6,250.6,20.0,10.4,14.9
fsb_00030,fsb_00030.jpg,Avocado Toast With Egg,"""[{'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'egg', 'calories': 71.5, 'carbs': 0.4, 'protein': 6.3, 'fat': 4.8, 'quantity': 1, 'unit': 'large'}, {'name': 'olive oil', 'calories': 59.7, 'carbs': 0.0, 'protein': 0.0, 'fat': 6.8, 'quantity': 0.5, 'unit': 'tablespoon'}, {'name': 'pumpernickel', 'calories': 80.0, 'carbs': 15.2, 'protein': 2.8, 'fat': 1.0, 'quantity': 1, 'unit': 'slice (5\"" x 4\"" x 3/8\"")'}]""","""[\""avocado\"", \""egg\"", \""olive oil\"", \""pumpernickel\""]""",4,331.2,22.0,10.6,23.6
fsb_00031,fsb_00031.jpg,Avocado Toast with Hummus and Orange,"""[{'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'hummus', 'calories': 49.8, 'carbs': 4.3, 'protein': 2.4, 'fat': 2.9, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'orange', 'calories': 13.7, 'carbs': 3.5, 'protein': 0.3, 'fat': 0.0, 'quantity': 0.2, 'unit': 'fruit (2-7/8\"" dia)'}]""","""[\""avocado\"", \""bread\"", \""hummus\"", \""orange\""]""",4,343.1,43.9,9.5,15.9
fsb_00032,fsb_00032.jpg,Avocado Toast with Orange and Coffee,"""[{'name': 'bread', 'calories': 77.1, 'carbs': 14.3, 'protein': 2.6, 'fat': 1.0, 'quantity': 1, 'unit': 'slice'}, {'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'cherry tomatoes', 'calories': 9.2, 'carbs': 2.0, 'protein': 0.4, 'fat': 0.1, 'quantity': 3, 'unit': 'cherry'}, {'name': 'cilantro', 'calories': 0.9, 'carbs': 0.1, 'protein': 0.1, 'fat': 0.0, 'quantity': 0.25, 'unit': 'cup'}, {'name': 'orange', 'calories': 34.3, 'carbs': 8.8, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.5, 'unit': 'fruit (2-7/8\"" dia)'}, {'name': 'coffee with milk', 'calories': 29.7, 'carbs': 2.7, 'protein': 2.1, 'fat': 1.1, 'quantity': 0.9, 'unit': 'cup'}]""","""[\""bread\"", \""avocado\"", \""cherry tomatoes\"", \""cilantro\"", \""orange\"", \""coffee with milk\""]""",6,271.2,34.3,7.3,13.3
fsb_00033,fsb_00033.jpg,Avocado Toast with Poached Egg and Cherries,"""[{'name': 'whole grain bread', 'calories': 72.6, 'carbs': 12.3, 'protein': 3.6, 'fat': 1.0, 'quantity': 0.9, 'unit': 'slice'}, {'name': 'avocado', 'calories': 48.0, 'carbs': 2.6, 'protein': 0.6, 'fat': 4.4, 'quantity': 0.2, 'unit': 'cup, cubes'}, {'name': 'egg', 'calories': 71.5, 'carbs': 0.4, 'protein': 6.3, 'fat': 4.8, 'quantity': 1, 'unit': 'large'}, {'name': 'cherries', 'calories': 25.8, 'carbs': 6.6, 'protein': 0.4, 'fat': 0.1, 'quantity': 5, 'unit': 'cherry'}, {'name': 'coffee', 'calories': 1.9, 'carbs': 0.0, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.8, 'unit': 'cup'}, {'name': 'milk', 'calories': 36.6, 'carbs': 3.5, 'protein': 2.4, 'fat': 1.4, 'quantity': 0.3, 'unit': 'cup'}]""","""[\""whole grain bread\"", \""avocado\"", \""egg\"", \""cherries\"", \""coffee\"", \""milk\""]""",6,256.4,25.4,13.5,11.7
fsb_00034,fsb_00034.jpg,Avocado Toast with Poached Eggs,"""[{'name': 'bread', 'calories': 77.1, 'carbs': 14.3, 'protein': 2.6, 'fat': 1.0, 'quantity': 1, 'unit': 'slice'}, {'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'poached egg', 'calories': 143.0, 'carbs': 0.7, 'protein': 12.5, 'fat': 9.5, 'quantity': 2, 'unit': 'large'}, {'name': 'feta cheese', 'calories': 118.8, 'carbs': 1.8, 'protein': 6.4, 'fat': 9.6, 'quantity': 0.3, 'unit': 'cup, crumbled'}, {'name': 'broccoli microgreens', 'calories': 2.3, 'carbs': 0.2, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'tomato', 'calories': 6.5, 'carbs': 1.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup, chopped or sliced'}, {'name': 'olive oil', 'calories': 39.8, 'carbs': 0.0, 'protein': 0.0, 'fat': 4.5, 'quantity': 1, 'unit': 'tsp'}, {'name': 'seasoning', 'calories': 4.9, 'carbs': 1.1, 'protein': 0.2, 'fat': 0.2, 'quantity': 2, 'unit': 'tsp'}]""","""[\""bread\"", \""avocado\"", \""poached egg\"", \""feta cheese\"", \""broccoli microgreens\"", \""tomato\"", \""olive oil\"", \""seasoning\""]""",8,512.4,25.9,23.9,36.0
fsb_00035,fsb_00035.jpg,Avocado Toast with Poached Eggs,"""[{'name': 'whole grain bread', 'calories': 161.3, 'carbs': 27.3, 'protein': 8.0, 'fat': 2.2, 'quantity': 2, 'unit': 'slice'}, {'name': 'avocado', 'calories': 240.0, 'carbs': 12.8, 'protein': 3.0, 'fat': 22.0, 'quantity': 1, 'unit': 'cup, cubes'}, {'name': 'poached egg', 'calories': 143.0, 'carbs': 0.7, 'protein': 12.5, 'fat': 9.5, 'quantity': 2, 'unit': 'large'}, {'name': 'cherry tomato', 'calories': 5.1, 'carbs': 1.1, 'protein': 0.2, 'fat': 0.1, 'quantity': 1, 'unit': 'wt. oz'}]""","""[\""whole grain bread\"", \""avocado\"", \""poached egg\"", \""cherry tomato\""]""",4,549.4,41.9,23.7,33.8
fsb_00036,fsb_00036.jpg,Avocado Toast with Radishes,"""[{'name': 'whole wheat bread', 'calories': 80.6, 'carbs': 13.7, 'protein': 4.0, 'fat': 1.1, 'quantity': 1, 'unit': 'slice'}, {'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'radishes', 'calories': 2.9, 'carbs': 0.6, 'protein': 0.1, 'fat': 0.0, 'quantity': 4, 'unit': 'medium (3/4\"" to 1\"" dia)'}]""","""[\""whole wheat bread\"", \""avocado\"", \""radishes\""]""",3,203.5,20.7,5.6,12.1
fsb_00037,fsb_00037.jpg,Avocado Toast with Scrambled Eggs,"""[{'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'whole grain bread', 'calories': 72.6, 'carbs': 12.3, 'protein': 3.6, 'fat': 1.0, 'quantity': 0.9, 'unit': 'slice'}, {'name': 'scrambled eggs', 'calories': 181.8, 'carbs': 2.0, 'protein': 12.2, 'fat': 13.4, 'quantity': 2, 'unit': 'large'}, {'name': 'butter', 'calories': 33.9, 'carbs': 0.0, 'protein': 0.0, 'fat': 3.8, 'quantity': 1, 'unit': 'tsp'}]""","""[\""avocado\"", \""whole grain bread\"", \""scrambled eggs\"", \""butter\""]""",4,408.3,20.7,17.3,29.2
fsb_00038,fsb_00038.jpg,Avocado Toast with Scrambled Eggs,"""[{'name': 'whole grain bread', 'calories': 161.3, 'carbs': 27.3, 'protein': 8.0, 'fat': 2.2, 'quantity': 2, 'unit': 'slice'}, {'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'cream cheese', 'calories': 101.5, 'carbs': 1.6, 'protein': 1.8, 'fat': 10.0, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'scrambled eggs', 'calories': 137.1, 'carbs': 1.5, 'protein': 9.2, 'fat': 10.1, 'quantity': 2, 'unit': 'small'}]""","""[\""whole grain bread\"", \""avocado\"", \""cream cheese\"", \""scrambled eggs\""]""",4,519.9,36.8,20.5,33.3
fsb_00039,fsb_00039.jpg,Avocado Toast with Smoked Salmon and Egg,"""[{'name': 'bread', 'calories': 77.1, 'carbs': 14.3, 'protein': 2.6, 'fat': 1.0, 'quantity': 1, 'unit': 'slice'}, {'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'smoked salmon', 'calories': 69.6, 'carbs': 0.0, 'protein': 10.9, 'fat': 2.6, 'quantity': 2.0999999999999996, 'unit': 'oz'}, {'name': 'boiled egg', 'calories': 77.5, 'carbs': 0.6, 'protein': 6.3, 'fat': 5.3, 'quantity': 1, 'unit': 'large'}, {'name': 'pistachios', 'calories': 43.8, 'carbs': 2.1, 'protein': 1.6, 'fat': 3.5, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'mixed greens', 'calories': 6.0, 'carbs': 1.3, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'serving'}, {'name': 'cherry tomato', 'calories': 3.1, 'carbs': 0.7, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'cherry'}]""","""[\""bread\"", \""avocado\"", \""smoked salmon\"", \""boiled egg\"", \""pistachios\"", \""mixed greens\"", \""cherry tomato\""]""",7,397.1,25.4,23.4,23.5
fsb_00040,fsb_00040.jpg,Avocado Toast with Spinach,"""[{'name': 'whole grain bread', 'calories': 72.6, 'carbs': 12.3, 'protein': 3.6, 'fat': 1.0, 'quantity': 0.9, 'unit': 'slice'}, {'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'spinach', 'calories': 4.1, 'carbs': 0.7, 'protein': 0.5, 'fat': 0.0, 'quantity': 0.1, 'unit': 'cup'}, {'name': 'greek yogurt', 'calories': 40.1, 'carbs': 2.4, 'protein': 6.9, 'fat': 0.3, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'blueberries', 'calories': 21.1, 'carbs': 5.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.25, 'unit': 'cup'}]""","""[\""whole grain bread\"", \""avocado\"", \""spinach\"", \""greek yogurt\"", \""blueberries\""]""",5,257.9,27.2,12.8,12.4
fsb_00041,fsb_00041.jpg,Avocado Toast with Vegetables,"""[{'name': 'bread', 'calories': 77.1, 'carbs': 14.3, 'protein': 2.6, 'fat': 1.0, 'quantity': 1, 'unit': 'slice'}, {'name': 'avocado', 'calories': 48.0, 'carbs': 2.6, 'protein': 0.6, 'fat': 4.4, 'quantity': 0.2, 'unit': 'cup, cubes'}, {'name': 'cucumber', 'calories': 3.9, 'carbs': 0.9, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.25, 'unit': 'cup slices'}, {'name': 'radish', 'calories': 3.7, 'carbs': 0.8, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.2, 'unit': 'cup slices'}, {'name': 'beetroot', 'calories': 11.2, 'carbs': 2.5, 'protein': 0.4, 'fat': 0.0, 'quantity': 0.15, 'unit': 'cup slices'}, {'name': 'sesame seeds', 'calories': 15.1, 'carbs': 0.7, 'protein': 0.5, 'fat': 1.3, 'quantity': 1, 'unit': 'tsp'}]""","""[\""bread\"", \""avocado\"", \""cucumber\"", \""radish\"", \""beetroot\"", \""sesame seeds\""]""",6,159.0,21.8,4.5,6.7
fsb_00042,fsb_00042.jpg,Avocado Toast With Smoked Salmon And Egg,"""[{'name': 'avocado', 'calories': 120.0, 'carbs': 6.4, 'protein': 1.5, 'fat': 11.0, 'quantity': 0.5, 'unit': 'cup, cubes'}, {'name': 'hard boiled egg', 'calories': 77.5, 'carbs': 0.6, 'protein': 6.3, 'fat': 5.3, 'quantity': 1, 'unit': 'large'}, {'name': 'smoked salmon', 'calories': 69.6, 'carbs': 0.0, 'protein': 10.9, 'fat': 2.6, 'quantity': 2.0999999999999996, 'unit': 'oz'}]""","""[\""avocado\"", \""hard boiled egg\"", \""smoked salmon\""]""",3,267.1,7.0,18.7,18.9
fsb_00043,fsb_00043.jpg,Baba Ganoush,"""[{'name': 'eggplant', 'calories': 136.1, 'carbs': 33.9, 'protein': 3.2, 'fat': 0.9, 'quantity': 0.9, 'unit': 'small eggplant'}, {'name': 'tahini', 'calories': 177.6, 'carbs': 6.5, 'protein': 5.2, 'fat': 15.9, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tablespoon'}, {'name': 'garlic', 'calories': 4.0, 'carbs': 0.9, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.9, 'unit': 'clove'}, {'name': 'lemon juice', 'calories': 5.1, 'carbs': 1.7, 'protein': 0.1, 'fat': 0.0, 'quantity': 2, 'unit': 'tbsp'}]""","""[\""eggplant\"", \""tahini\"", \""olive oil\"", \""garlic\"", \""lemon juice\""]""",5,442.1,43.0,8.7,30.3
fsb_00044,fsb_00044.jpg,Bacalhau à Brás,"""[{'name': 'salted cod', 'calories': 116.0, 'carbs': 0.0, 'protein': 25.1, 'fat': 0.9, 'quantity': 40, 'unit': 'g'}, {'name': 'potatoes', 'calories': 56.7, 'carbs': 12.9, 'protein': 1.5, 'fat': 0.1, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'onion', 'calories': 18.5, 'carbs': 4.3, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'red bell pepper', 'calories': 10.4, 'carbs': 2.5, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'olives', 'calories': 25.3, 'carbs': 1.4, 'protein': 0.2, 'fat': 2.3, 'quantity': 5, 'unit': 'large'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tablespoon'}]""","""[\""salted cod\"", \""potatoes\"", \""onion\"", \""red bell pepper\"", \""olives\"", \""olive oil\""]""",6,346.2,21.1,27.7,17.0
fsb_00045,fsb_00045.jpg,Bacon and Cheese Omelette with Bacon,"""[{'name': 'eggs', 'calories': 143.0, 'carbs': 0.7, 'protein': 12.6, 'fat': 9.5, 'quantity': 2, 'unit': 'large'}, {'name': 'cheese', 'calories': 91.3, 'carbs': 0.7, 'protein': 5.2, 'fat': 7.5, 'quantity': 0.2, 'unit': 'cup, shredded'}, {'name': 'bacon', 'calories': 80.7, 'carbs': 0.3, 'protein': 5.9, 'fat': 6.1, 'quantity': 1.5, 'unit': 'slices'}]""","""[\""eggs\"", \""cheese\"", \""bacon\""]""",3,315.0,1.7,23.7,23.1
fsb_00046,fsb_00046.jpg,Bacon And Eggs,"""[{'name': 'fried egg', 'calories': 180.3, 'carbs': 0.8, 'protein': 12.5, 'fat': 13.7, 'quantity': 2, 'unit': 'large'}, {'name': 'bacon', 'calories': 53.8, 'carbs': 0.2, 'protein': 3.9, 'fat': 4.0, 'quantity': 1, 'unit': 'slices'}, {'name': 'english muffin', 'calories': 133.9, 'carbs': 26.2, 'protein': 4.4, 'fat': 1.0, 'quantity': 1, 'unit': 'muffin'}]""","""[\""fried egg\"", \""bacon\"", \""english muffin\""]""",3,368.0,27.2,20.8,18.7
fsb_00047,fsb_00047.jpg,Bacon and Mushroom Sandwich with Fries,"""[{'name': 'bread roll', 'calories': 109.2, 'carbs': 18.4, 'protein': 3.4, 'fat': 2.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'bacon', 'calories': 80.7, 'carbs': 0.3, 'protein': 5.9, 'fat': 6.1, 'quantity': 1.5, 'unit': 'slices'}, {'name': 'mushroom', 'calories': 15.9, 'carbs': 3.0, 'protein': 1.2, 'fat': 0.3, 'quantity': 2, 'unit': 'wt. oz'}, {'name': 'lettuce', 'calories': 1.6, 'carbs': 0.3, 'protein': 0.1, 'fat': 0.0, 'quantity': 0.2, 'unit': 'cups shredded'}, {'name': 'french fries', 'calories': 76.8, 'carbs': 10.2, 'protein': 0.8, 'fat': 3.6, 'quantity': 3, 'unit': 'waffle fries'}]""","""[\""bread roll\"", \""bacon\"", \""mushroom\"", \""lettuce\"", \""french fries\""]""",5,284.2,32.2,11.4,12.5
fsb_00048,fsb_00048.jpg,Breakfast Scramble,"""[{'name': 'bacon', 'calories': 53.8, 'carbs': 0.2, 'protein': 3.9, 'fat': 4.0, 'quantity': 1, 'unit': 'slices'}, {'name': 'eggs', 'calories': 71.5, 'carbs': 0.4, 'protein': 6.3, 'fat': 4.8, 'quantity': 1, 'unit': 'large'}, {'name': 'onion', 'calories': 18.5, 'carbs': 4.3, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'bell pepper', 'calories': 11.2, 'carbs': 2.7, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup, strips'}, {'name': 'mushrooms', 'calories': 4.4, 'carbs': 0.8, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.1, 'unit': 'cup'}, {'name': 'ketchup', 'calories': 34.3, 'carbs': 9.3, 'protein': 0.4, 'fat': 0.0, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'deli turkey breast', 'calories': 31.8, 'carbs': 2.2, 'protein': 3.8, 'fat': 0.9, 'quantity': 1, 'unit': 'oz'}]""","""[\""bacon\"", \""eggs\"", \""onion\"", \""bell pepper\"", \""mushrooms\"", \""ketchup\"", \""deli turkey breast\""]""",7,225.5,19.9,15.7,10.0
fsb_00049,fsb_00049.jpg,Bacon Egg and Cheese Sandwich,"""[{'name': 'brioche bun', 'calories': 264.7, 'carbs': 30.9, 'protein': 6.4, 'fat': 12.8, 'quantity': 1, 'unit': 'piece'}, {'name': 'bacon', 'calories': 80.7, 'carbs': 0.3, 'protein': 5.9, 'fat': 6.1, 'quantity': 1.5, 'unit': 'slices'}, {'name': 'egg', 'calories': 71.5, 'carbs': 0.4, 'protein': 6.3, 'fat': 4.8, 'quantity': 1, 'unit': 'large'}, {'name': 'cheddar cheese', 'calories': 113.1, 'carbs': 0.9, 'protein': 6.4, 'fat': 9.3, 'quantity': 1, 'unit': 'slice (1 oz)'}, {'name': 'ketchup', 'calories': 18.2, 'carbs': 4.9, 'protein': 0.2, 'fat': 0.0, 'quantity': 2, 'unit': 'packet'}]""","""[\""brioche bun\"", \""bacon\"", \""egg\"", \""cheddar cheese\"", \""ketchup\""]""",5,548.2,37.4,25.2,33.0
fsb_00050,fsb_00050.jpg,Bacon Omelette,"""[{'name': 'eggs', 'calories': 143.0, 'carbs': 0.7, 'protein': 12.6, 'fat': 9.5, 'quantity': 2, 'unit': 'large'}, {'name': 'bacon', 'calories': 80.7, 'carbs': 0.3, 'protein': 5.9, 'fat': 6.1, 'quantity': 1.5, 'unit': 'slices'}, {'name': 'cheese', 'calories': 91.3, 'carbs': 0.7, 'protein': 5.2, 'fat': 7.5, 'quantity': 0.2, 'unit': 'cup, shredded'}]""","""[\""eggs\"", \""bacon\"", \""cheese\""]""",3,315.0,1.7,23.7,23.1
fsb_00051,fsb_00051.jpg,Bacon Sandwich,"""[{'name': 'bacon', 'calories': 129.2, 'carbs': 0.5, 'protein': 9.4, 'fat': 9.7, 'quantity': 2.4000000000000004, 'unit': 'slices'}, {'name': 'white bread', 'calories': 66.5, 'carbs': 12.4, 'protein': 2.2, 'fat': 0.8, 'quantity': 1, 'unit': 'slice'}, {'name': 'mustard', 'calories': 3.1, 'carbs': 0.3, 'protein': 0.2, 'fat': 0.2, 'quantity': 1, 'unit': 'tsp'}]""","""[\""bacon\"", \""white bread\"", \""mustard\""]""",3,198.8,13.2,11.8,10.7
fsb_00052,fsb_00052.jpg,Bagel with Apple and Egg,"""[{'name': 'bagel', 'calories': 235.2, 'carbs': 46.7, 'protein': 9.4, 'fat': 1.2, 'quantity': 0.9, 'unit': 'bagel'}, {'name': 'apple', 'calories': 47.3, 'carbs': 12.6, 'protein': 0.2, 'fat': 0.2, 'quantity': 0.5, 'unit': 'medium (3\"" dia)'}, {'name': 'boiled egg', 'calories': 68.2, 'carbs': 0.5, 'protein': 5.5, 'fat': 4.7, 'quantity': 1, 'unit': 'medium'}]""","""[\""bagel\"", \""apple\"", \""boiled egg\""]""",3,350.7,59.8,15.1,6.1
fsb_00053,fsb_00053.jpg,Bagel with Cream Cheese and Mixed Berries,"""[{'name': 'bagel', 'calories': 235.2, 'carbs': 46.7, 'protein': 9.4, 'fat': 1.2, 'quantity': 0.9, 'unit': 'bagel'}, {'name': 'cream cheese', 'calories': 101.5, 'carbs': 1.6, 'protein': 1.8, 'fat': 10.0, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'raspberries', 'calories': 12.8, 'carbs': 2.9, 'protein': 0.3, 'fat': 0.2, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'blueberries', 'calories': 21.1, 'carbs': 5.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.25, 'unit': 'cup'}, {'name': 'blackberries', 'calories': 12.4, 'carbs': 2.8, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}]""","""[\""bagel\"", \""cream cheese\"", \""raspberries\"", \""blueberries\"", \""blackberries\""]""",5,383.0,59.4,12.2,11.6
fsb_00054,fsb_00054.jpg,Bagel with Cream Cheese and Yogurt with Raisins,"""[{'name': 'bagel', 'calories': 235.2, 'carbs': 46.7, 'protein': 9.4, 'fat': 1.2, 'quantity': 0.9, 'unit': 'bagel'}, {'name': 'cream cheese', 'calories': 101.5, 'carbs': 1.6, 'protein': 1.8, 'fat': 10.0, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'yogurt', 'calories': 154.3, 'carbs': 17.2, 'protein': 12.9, 'fat': 3.8, 'quantity': 1, 'unit': 'cup (8 fl oz)'}, {'name': 'raisins', 'calories': 41.9, 'carbs': 11.1, 'protein': 0.4, 'fat': 0.1, 'quantity': 1, 'unit': 'miniature box (.5 oz)'}]""","""[\""bagel\"", \""cream cheese\"", \""yogurt\"", \""raisins\""]""",4,532.9,76.6,24.5,15.1
fsb_00055,fsb_00055.jpg,"Bagel with Cream Cheese, Apple, and Yogurt","""[{'name': 'bagel', 'calories': 138.6, 'carbs': 27.5, 'protein': 5.5, 'fat': 0.7, 'quantity': 0.5, 'unit': 'medium bagel'}, {'name': 'cream cheese', 'calories': 50.8, 'carbs': 0.8, 'protein': 0.9, 'fat': 5.0, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'apple', 'calories': 94.6, 'carbs': 25.1, 'protein': 0.5, 'fat': 0.3, 'quantity': 1, 'unit': 'medium (3\"" dia)'}, {'name': 'greek yogurt', 'calories': 100.3, 'carbs': 6.1, 'protein': 17.3, 'fat': 0.7, 'quantity': 1, 'unit': 'container'}]""","""[\""bagel\"", \""cream cheese\"", \""apple\"", \""greek yogurt\""]""",4,384.3,59.5,24.2,6.7
fsb_00056,fsb_00056.jpg,"Bagel with Cream Cheese, Plum, and Egg","""[{'name': 'bagel', 'calories': 138.6, 'carbs': 27.5, 'protein': 5.5, 'fat': 0.7, 'quantity': 0.5, 'unit': 'medium bagel'}, {'name': 'cream cheese', 'calories': 50.8, 'carbs': 0.8, 'protein': 0.9, 'fat': 5.0, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'plum', 'calories': 30.4, 'carbs': 7.5, 'protein': 0.5, 'fat': 0.2, 'quantity': 1, 'unit': 'fruit (2-1/8\"" dia)'}, {'name': 'boiled egg', 'calories': 68.2, 'carbs': 0.5, 'protein': 5.5, 'fat': 4.7, 'quantity': 1, 'unit': 'medium'}, {'name': 'flavored water', 'calories': 0.0, 'carbs': 0.0, 'protein': 0.0, 'fat': 0.0, 'quantity': 1, 'unit': 'fl oz'}]""","""[\""bagel\"", \""cream cheese\"", \""plum\"", \""boiled egg\"", \""flavored water\""]""",5,288.0,36.3,12.4,10.6
fsb_00057,fsb_00057.jpg,Bagel with Egg and Ham,"""[{'name': 'bagel', 'calories': 235.2, 'carbs': 46.7, 'protein': 9.4, 'fat': 1.2, 'quantity': 0.9, 'unit': 'bagel'}, {'name': 'egg', 'calories': 71.5, 'carbs': 0.4, 'protein': 6.3, 'fat': 4.8, 'quantity': 1, 'unit': 'large'}, {'name': 'ham', 'calories': 58.4, 'carbs': 0.4, 'protein': 9.3, 'fat': 2.1, 'quantity': 2, 'unit': 'thin slice'}, {'name': 'butter', 'calories': 33.9, 'carbs': 0.0, 'protein': 0.0, 'fat': 3.8, 'quantity': 1, 'unit': 'tsp'}]""","""[\""bagel\"", \""egg\"", \""ham\"", \""butter\""]""",4,399.0,47.5,25.0,11.9
